,abordagem,size_page,precision_query,recall_query,f1-score_query,ndcg_query,precision_sinonimos,recall_sinonimos,f1-score_sinonimos,ndcg_sinonimos,precision_erros_digitacao,recall_erros_digitacao,f1-score_erros_digitacao,ndcg_erros_digitacao,precision_reordenados,recall_reordenados,f1-score_reordenados,ndcg_reordenados
8,lexico,5,0.8,0.125,0.21621621621621623,1.0,0.4,0.0625,0.10810810810810811,0.8884990574692628,0.0,0.0,0,0,0.8,0.125,0.21621621621621623,1.0
9,semantico,5,1.0,0.15625,0.2702702702702703,1.0,1.0,0.15625,0.2702702702702703,1.0,1.0,0.15625,0.2702702702702703,1.0,1.0,0.15625,0.2702702702702703,1.0
10,lexico,5,0.0,0.0,0,1.0,0.2,0.02127659574468085,0.03846153846153846,1.0,0.2,0.02127659574468085,0.03846153846153846,1.0,0.0,0.0,0,1.0
11,semantico,5,0.2,0.02127659574468085,0.03846153846153846,0.7521866188906461,0.4,0.0425531914893617,0.07692307692307691,0.6934264036172708,0.2,0.02127659574468085,0.03846153846153846,0.7521866188906461,0.6,0.06382978723404255,0.11538461538461536,0.8106961231285943
12,lexico,5,0.6,0.25,0.35294117647058826,0.9055343201752041,0.0,0.0,0,0,0.4,0.16666666666666666,0.23529411764705882,0.5706417189553201,0.6,0.25,0.35294117647058826,0.9055343201752041
13,semantico,5,0.4,0.16666666666666666,0.23529411764705882,1.0,0.0,0.0,0,0.38685280723454163,0.6,0.25,0.35294117647058826,0.9674679834891694,0.4,0.16666666666666666,0.23529411764705882,0.9805704719000117
14,lexico,5,1.0,0.35714285714285715,0.5263157894736842,1.0,0.2,0.07142857142857142,0.10526315789473682,0.5,0.0,0.0,0,0,1.0,0.35714285714285715,0.5263157894736842,1.0
15,semantico,5,0.6,0.21428571428571427,0.3157894736842105,0.8420809200104147,0.6,0.21428571428571427,0.3157894736842105,0.9502537878387615,0.0,0.0,0,1.0,0.8,0.2857142857142857,0.4210526315789473,0.8480742992651265
16,lexico,5,0.0,0.0,0,0.9558295932317544,0.4,0.07692307692307693,0.12903225806451613,0.9475083622890744,0.0,0.0,0,1.0,0.0,0.0,0,0.9558295932317544
17,semantico,5,0.6,0.11538461538461539,0.1935483870967742,0.8420809200104147,0.2,0.038461538461538464,0.06451612903225806,1.0,0.6,0.11538461538461539,0.1935483870967742,0.8420809200104147,0.6,0.11538461538461539,0.1935483870967742,0.8106961231285943
18,lexico,5,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
19,semantico,5,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
20,lexico,5,0.6,0.75,0.6666666666666665,0.9807710461847231,0.6,0.75,0.6666666666666665,0.9807710461847231,0.6,0.75,0.6666666666666665,1.0,0.6,0.75,0.6666666666666665,0.9807710461847231
21,semantico,5,0.6,0.75,0.6666666666666665,1.0,0.6,0.75,0.6666666666666665,1.0,0.6,0.75,0.6666666666666665,0.9686152031181796,0.6,0.75,0.6666666666666665,0.9807710461847231
22,lexico,5,0.8,0.6666666666666666,0.7272727272727272,0.989141344633751,0.6,0.5,0.5454545454545454,0.9796808707575757,0.8,0.6666666666666666,0.7272727272727272,0.989141344633751,0.8,0.6666666666666666,0.7272727272727272,0.989141344633751
23,semantico,5,0.6,0.5,0.5454545454545454,0.9807710461847231,0.0,0.0,0,0,0.4,0.3333333333333333,0.3636363636363636,1.0,0.6,0.5,0.5454545454545454,0.9807710461847231
24,lexico,5,0.2,0.14285714285714285,0.16666666666666666,0.7979168917078058,0.4,0.2857142857142857,0.3333333333333333,0.8772153153380493,0.0,0.0,0,0,0.2,0.14285714285714285,0.16666666666666666,0.7979168917078058
25,semantico,5,0.4,0.2857142857142857,0.3333333333333333,0.9213963208540731,0.4,0.2857142857142857,0.3333333333333333,0.7229919015646842,0.0,0.0,0,0,0.4,0.2857142857142857,0.3333333333333333,0.9213963208540731
26,lexico,5,0.6,0.42857142857142855,0.5,0.8420809200104147,0.8,0.5714285714285714,0.6666666666666666,0.9395225786842205,0.6,0.42857142857142855,0.5,0.8420809200104147,0.6,0.42857142857142855,0.5,0.8420809200104147
27,semantico,5,0.8,0.5714285714285714,0.6666666666666666,0.9719643720954755,0.0,0.0,0,0.8772153153380493,0.6,0.42857142857142855,0.5,0.9807710461847231,0.8,0.5714285714285714,0.6666666666666666,0.9395225786842205
28,lexico,5,1.0,0.10638297872340426,0.1923076923076923,1.0,0.0,0.0,0,1.0,1.0,0.10638297872340426,0.1923076923076923,1.0,1.0,0.10638297872340426,0.1923076923076923,1.0
29,semantico,5,1.0,0.10638297872340426,0.1923076923076923,1.0,0.0,0.0,0,0,1.0,0.10638297872340426,0.1923076923076923,1.0,1.0,0.10638297872340426,0.1923076923076923,1.0
30,lexico,5,0.6,0.75,0.6666666666666665,1.0,0.2,0.25,0.22222222222222224,1.0,0.4,0.5,0.4444444444444445,1.0,0.6,0.75,0.6666666666666665,1.0
31,semantico,5,0.4,0.5,0.4444444444444445,1.0,0.0,0.0,0,0,0.2,0.25,0.22222222222222224,1.0,0.4,0.5,0.4444444444444445,1.0
32,lexico,5,0.6,0.75,0.6666666666666665,0.8106961231285943,0.0,0.0,0,0,0.0,0.0,0,0,0.6,0.75,0.6666666666666665,0.8106961231285943
33,semantico,5,0.4,0.5,0.4444444444444445,0.8025392158797567,0.0,0.0,0,0,0.6,0.75,0.6666666666666665,0.8299250769438711,0.2,0.25,0.22222222222222224,0.850834274847108
34,lexico,5,0.8,0.8,0.8000000000000002,1.0,0.8,0.8,0.8000000000000002,1.0,0.4,0.4,0.4000000000000001,1.0,0.8,0.8,0.8000000000000002,1.0
35,semantico,5,0.8,0.8,0.8000000000000002,1.0,0.0,0.0,0,1.0,0.4,0.4,0.4000000000000001,0.6402230699195627,0.8,0.8,0.8000000000000002,1.0
36,lexico,5,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,0.9828920819566879,0.0,0.0,0,1.0
37,semantico,5,0.0,0.0,0,1.0,0.6,0.3,0.4,0.7743787950430012,0.0,0.0,0,1.0,0.0,0.0,0,1.0
38,lexico,5,1.0,0.38461538461538464,0.5555555555555556,1.0,0.0,0.0,0,0,1.0,0.38461538461538464,0.5555555555555556,1.0,1.0,0.38461538461538464,0.5555555555555556,1.0
39,semantico,5,1.0,0.38461538461538464,0.5555555555555556,1.0,0.0,0.0,0,0,1.0,0.38461538461538464,0.5555555555555556,1.0,1.0,0.38461538461538464,0.5555555555555556,1.0
40,lexico,5,0.4,0.18181818181818182,0.25000000000000006,0.9355095261428396,0.0,0.0,0,0,0.4,0.18181818181818182,0.25000000000000006,1.0,0.4,0.18181818181818182,0.25000000000000006,0.9355095261428396
41,semantico,5,0.2,0.09090909090909091,0.12500000000000003,0.7979168917078058,0.0,0.0,0,0,0.2,0.09090909090909091,0.12500000000000003,0.7807789774739649,0.2,0.09090909090909091,0.12500000000000003,0.7979168917078058
42,lexico,5,1.0,0.45454545454545453,0.625,1.0,0.0,0.0,0,0,0.8,0.36363636363636365,0.5000000000000001,1.0,1.0,0.45454545454545453,0.625,1.0
43,semantico,5,0.8,0.36363636363636365,0.5000000000000001,0.989141344633751,0.0,0.0,0,0,0.8,0.36363636363636365,0.5000000000000001,1.0,0.8,0.36363636363636365,0.5000000000000001,1.0
44,lexico,5,0.0,0.0,0,0.9469024295259745,0.0,0.0,0,1.0,0.2,0.07692307692307693,0.1111111111111111,0.5,0.0,0.0,0,0.9469024295259745
45,semantico,5,0.0,0.0,0,1.0,0.0,0.0,0,0,0.4,0.15384615384615385,0.2222222222222222,0.5437713091520254,0.0,0.0,0,1.0
46,lexico,5,0.8,0.2,0.32000000000000006,1.0,0.4,0.1,0.16000000000000003,0.9578347709816888,0.2,0.05,0.08000000000000002,0.7711718900041457,0.8,0.2,0.32000000000000006,1.0
47,semantico,5,0.8,0.2,0.32000000000000006,1.0,0.6,0.15,0.24,1.0,0.8,0.2,0.32000000000000006,0.989141344633751,1.0,0.25,0.4,1.0
48,lexico,5,0.0,0.0,0,1.0,0.4,0.5,0.4444444444444445,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
49,semantico,5,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
50,lexico,5,0.6,0.17647058823529413,0.2727272727272727,0.9130689212173096,0.0,0.0,0,0.7606395682357036,0.6,0.17647058823529413,0.2727272727272727,0.9130689212173096,0.6,0.17647058823529413,0.2727272727272727,0.9130689212173096
51,semantico,5,1.0,0.29411764705882354,0.45454545454545453,1.0,0.0,0.0,0,0,1.0,0.29411764705882354,0.45454545454545453,1.0,1.0,0.29411764705882354,0.45454545454545453,1.0
52,lexico,5,0.6,0.25,0.35294117647058826,1.0,0.2,0.08333333333333333,0.11764705882352941,0.7521866188906461,0.2,0.08333333333333333,0.11764705882352941,0.7979168917078058,0.6,0.25,0.35294117647058826,1.0
53,semantico,5,0.8,0.3333333333333333,0.47058823529411764,1.0,0.8,0.3333333333333333,0.47058823529411764,0.8480742992651265,0.8,0.3333333333333333,0.47058823529411764,1.0,1.0,0.4166666666666667,0.5882352941176471,1.0
54,lexico,5,1.0,0.45454545454545453,0.625,1.0,0.2,0.09090909090909091,0.12500000000000003,1.0,1.0,0.45454545454545453,0.625,1.0,1.0,0.45454545454545453,0.625,1.0
55,semantico,5,1.0,0.45454545454545453,0.625,1.0,1.0,0.45454545454545453,0.625,1.0,1.0,0.45454545454545453,0.625,1.0,1.0,0.45454545454545453,0.625,1.0
56,lexico,5,1.0,0.12195121951219512,0.21739130434782605,1.0,0.0,0.0,0,0,1.0,0.12195121951219512,0.21739130434782605,1.0,1.0,0.12195121951219512,0.21739130434782605,1.0
57,semantico,5,1.0,0.12195121951219512,0.21739130434782605,1.0,0.0,0.0,0,0,1.0,0.12195121951219512,0.21739130434782605,1.0,1.0,0.12195121951219512,0.21739130434782605,1.0
58,lexico,5,0.8,0.36363636363636365,0.5000000000000001,1.0,0.8,0.36363636363636365,0.5000000000000001,1.0,0.8,0.36363636363636365,0.5000000000000001,0.9395225786842205,0.8,0.36363636363636365,0.5000000000000001,1.0
59,semantico,5,0.8,0.36363636363636365,0.5000000000000001,1.0,1.0,0.45454545454545453,0.625,1.0,1.0,0.45454545454545453,0.625,1.0,1.0,0.45454545454545453,0.625,1.0
60,lexico,5,0.2,0.25,0.22222222222222224,1.0,0.0,0.0,0,0.43067655807339306,0.0,0.0,0,0.9828920819566879,0.2,0.25,0.22222222222222224,1.0
61,semantico,5,0.2,0.25,0.22222222222222224,1.0,0.0,0.0,0,0.8529278650606567,0.2,0.25,0.22222222222222224,0.850834274847108,0.2,0.25,0.22222222222222224,1.0
62,lexico,5,1.0,0.7142857142857143,0.8333333333333333,1.0,0.2,0.14285714285714285,0.16666666666666666,1.0,0.6,0.42857142857142855,0.5,0.8926893079768027,1.0,0.7142857142857143,0.8333333333333333,1.0
63,semantico,5,0.8,0.5714285714285714,0.6666666666666666,0.8480742992651265,0.4,0.2857142857142857,0.3333333333333333,0.8025392158797567,0.6,0.42857142857142855,0.5,0.8420809200104147,0.6,0.42857142857142855,0.5,0.8420809200104147
64,lexico,5,0.6,0.5,0.5454545454545454,0.9444537180991301,0.0,0.0,0,0,0.6,0.5,0.5454545454545454,1.0,0.6,0.5,0.5454545454545454,0.9444537180991301
65,semantico,5,0.2,0.16666666666666666,0.1818181818181818,1.0,0.0,0.0,0,0,0.2,0.16666666666666666,0.1818181818181818,0.7711718900041457,0.2,0.16666666666666666,0.1818181818181818,1.0
66,lexico,5,0.2,0.25,0.22222222222222224,0.7939234660462212,0.2,0.25,0.22222222222222224,0.4306765580733931,0.0,0.0,0,0.9828920819566879,0.2,0.25,0.22222222222222224,0.7939234660462212
67,semantico,5,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
68,lexico,5,0.2,0.2,0.20000000000000004,0.6309297535714574,0.0,0.0,0,0,0.8,0.8,0.8000000000000002,0.7606395682357036,0.2,0.2,0.20000000000000004,0.6309297535714574
69,semantico,5,0.8,0.8,0.8000000000000002,0.989141344633751,0.0,0.0,0,0,0.2,0.2,0.20000000000000004,0.5547148733996122,0.6,0.6,0.6,1.0
70,lexico,5,0.2,0.07692307692307693,0.1111111111111111,0.850834274847108,0.4,0.15384615384615385,0.2222222222222222,0.9197207891481876,0.2,0.07692307692307693,0.1111111111111111,0.7698986984637216,0.2,0.07692307692307693,0.1111111111111111,0.850834274847108
71,semantico,5,0.6,0.23076923076923078,0.33333333333333337,0.9322978750325865,0.4,0.15384615384615385,0.2222222222222222,1.0,0.2,0.07692307692307693,0.1111111111111111,0.8381840863879982,0.6,0.23076923076923078,0.33333333333333337,0.9130689212173096
72,lexico,5,0.6,0.16666666666666666,0.2608695652173913,0.9686152031181796,0.4,0.1111111111111111,0.1739130434782609,1.0,0.2,0.05555555555555555,0.08695652173913045,0.7075790686744426,0.6,0.16666666666666666,0.2608695652173913,0.9686152031181796
73,semantico,5,0.8,0.2222222222222222,0.3478260869565218,1.0,0.8,0.2222222222222222,0.3478260869565218,0.9395225786842205,0.0,0.0,0,1.0,0.8,0.2222222222222222,0.3478260869565218,1.0
74,lexico,5,1.0,0.2631578947368421,0.4166666666666667,1.0,1.0,0.2631578947368421,0.4166666666666667,1.0,0.0,0.0,0,0,1.0,0.2631578947368421,0.4166666666666667,1.0
75,semantico,5,0.8,0.21052631578947367,0.3333333333333333,0.9395225786842205,0.0,0.0,0,0,0.0,0.0,0,0,0.8,0.21052631578947367,0.3333333333333333,0.9719643720954755
76,lexico,5,1.0,0.7142857142857143,0.8333333333333333,1.0,1.0,0.7142857142857143,0.8333333333333333,1.0,1.0,0.7142857142857143,0.8333333333333333,1.0,1.0,0.7142857142857143,0.8333333333333333,1.0
77,semantico,5,1.0,0.7142857142857143,0.8333333333333333,1.0,1.0,0.7142857142857143,0.8333333333333333,1.0,1.0,0.7142857142857143,0.8333333333333333,1.0,1.0,0.7142857142857143,0.8333333333333333,1.0
78,lexico,5,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0
79,semantico,5,0.8,0.4,0.5333333333333333,0.8480742992651265,0.8,0.4,0.5333333333333333,0.9395225786842205,0.2,0.1,0.13333333333333333,1.0,0.8,0.4,0.5333333333333333,0.8480742992651265
80,lexico,5,0.4,0.2,0.26666666666666666,0.9578347709816888,0.8,0.4,0.5333333333333333,0.9719643720954755,0.4,0.2,0.26666666666666666,0.9578347709816888,0.4,0.2,0.26666666666666666,0.9578347709816888
81,semantico,5,0.8,0.4,0.5333333333333333,1.0,0.8,0.4,0.5333333333333333,1.0,0.0,0.0,0,1.0,0.8,0.4,0.5333333333333333,1.0
82,lexico,5,0.6,0.3333333333333333,0.42857142857142855,0.9686152031181796,0.4,0.2222222222222222,0.2857142857142857,1.0,0.6,0.3333333333333333,0.42857142857142855,0.9686152031181796,0.6,0.3333333333333333,0.42857142857142855,0.9686152031181796
83,semantico,5,0.4,0.2222222222222222,0.2857142857142857,1.0,0.2,0.1111111111111111,0.14285714285714285,0.7979168917078058,0.6,0.3333333333333333,0.42857142857142855,0.9130689212173096,0.6,0.3333333333333333,0.42857142857142855,0.9686152031181796
84,lexico,5,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0
85,semantico,5,1.0,0.5,0.6666666666666666,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,1.0,0.5,0.6666666666666666,1.0
86,lexico,5,1.0,0.625,0.7692307692307693,1.0,0.6,0.375,0.4615384615384615,0.8529278650606569,1.0,0.625,0.7692307692307693,1.0,1.0,0.625,0.7692307692307693,1.0
87,semantico,5,0.2,0.125,0.15384615384615385,1.0,0.2,0.125,0.15384615384615385,0.924133208028394,0.0,0.0,0,0,0.2,0.125,0.15384615384615385,1.0
88,lexico,5,1.0,0.20833333333333334,0.3448275862068966,1.0,1.0,0.20833333333333334,0.3448275862068966,1.0,1.0,0.20833333333333334,0.3448275862068966,1.0,0.0,0.0,0,0
89,semantico,5,0.6,0.125,0.20689655172413793,1.0,0.0,0.0,0,0.9060254355346823,0.6,0.125,0.20689655172413793,1.0,0.0,0.0,0,0
90,lexico,5,0.4,0.046511627906976744,0.08333333333333333,1.0,0.4,0.046511627906976744,0.08333333333333333,1.0,0.0,0.0,0,0,0.0,0.0,0,0
91,semantico,5,0.2,0.023255813953488372,0.041666666666666664,0.7698986984637216,0.8,0.09302325581395349,0.16666666666666666,0.989141344633751,0.0,0.0,0,0,0.0,0.0,0,0
92,lexico,5,0.2,0.2,0.20000000000000004,0.7698986984637216,0.2,0.2,0.20000000000000004,0.7698986984637216,0.0,0.0,0,0,0.2,0.2,0.20000000000000004,0.7698986984637216
93,semantico,5,0.2,0.2,0.20000000000000004,1.0,0.2,0.2,0.20000000000000004,0.7037693318309864,0.2,0.2,0.20000000000000004,1.0,0.2,0.2,0.20000000000000004,1.0
94,lexico,5,0.8,1.0,0.888888888888889,0.989141344633751,0.6,0.75,0.6666666666666665,0.9060254355346824,0.8,1.0,0.888888888888889,0.989141344633751,0.8,1.0,0.888888888888889,0.989141344633751
95,semantico,5,0.8,1.0,0.888888888888889,0.989141344633751,0.4,0.5,0.4444444444444445,0.6934264036172708,0.6,0.75,0.6666666666666665,1.0,0.6,0.75,0.6666666666666665,1.0
96,lexico,5,0.4,0.3333333333333333,0.3636363636363636,0.8389776660073724,0.4,0.3333333333333333,0.3636363636363636,0.8207555803845797,0.4,0.3333333333333333,0.3636363636363636,0.8145672023038535,0.4,0.3333333333333333,0.3636363636363636,0.8389776660073724
97,semantico,5,0.0,0.0,0,1.0,0.2,0.16666666666666666,0.1818181818181818,1.0,0.2,0.16666666666666666,0.1818181818181818,0.7521866188906461,0.0,0.0,0,1.0
98,lexico,5,0.2,0.043478260869565216,0.07142857142857142,0.7979168917078058,0.0,0.0,0,0,0.2,0.043478260869565216,0.07142857142857142,0.7979168917078058,0.2,0.043478260869565216,0.07142857142857142,0.7979168917078058
99,semantico,5,0.4,0.08695652173913043,0.14285714285714285,0.7603739868614454,0.0,0.0,0,0,0.4,0.08695652173913043,0.14285714285714285,0.7603739868614454,0.4,0.08695652173913043,0.14285714285714285,0.7603739868614454
0,lexico,10,0.5,0.4166666666666667,0.45454545454545453,0.9121559825872433,0.4,0.3333333333333333,0.3636363636363636,0.6062893859468043,0.4,0.3333333333333333,0.3636363636363636,0.9267582364714125,0.5,0.4166666666666667,0.45454545454545453,0.9121559825872433
1,semantico,10,0.4,0.3333333333333333,0.3636363636363636,0.8547529378296287,0.4,0.3333333333333333,0.3636363636363636,0.9828920819566878,0.4,0.3333333333333333,0.3636363636363636,0.8927537907700457,0.4,0.3333333333333333,0.3636363636363636,0.8276904491046954
2,lexico,10,0.5,0.4166666666666667,0.45454545454545453,0.7954204015545133,0.0,0.0,0,0,0.2,0.16666666666666666,0.1818181818181818,0.4556051495874604,0.5,0.4166666666666667,0.45454545454545453,0.7954204015545133
3,semantico,10,0.5,0.4166666666666667,0.45454545454545453,0.9537222714088285,0.0,0.0,0,0,0.4,0.3333333333333333,0.3636363636363636,0.9293621133422691,0.4,0.3333333333333333,0.3636363636363636,0.9702500869025402
4,lexico,10,0.7,0.3333333333333333,0.45161290322580644,0.9542524482424991,0.4,0.19047619047619047,0.25806451612903225,0.9765904909689564,0.4,0.19047619047619047,0.25806451612903225,0.9421448596942293,0.7,0.3333333333333333,0.45161290322580644,0.9542524482424991
5,semantico,10,0.6,0.2857142857142857,0.3870967741935483,1.0,0.3,0.14285714285714285,0.19354838709677416,0.5885812249727259,0.5,0.23809523809523808,0.3225806451612903,1.0,0.6,0.2857142857142857,0.3870967741935483,1.0
6,lexico,10,0.5,0.22727272727272727,0.3125,0.9099938161436019,0.4,0.18181818181818182,0.25000000000000006,0.8911828485470407,0.4,0.18181818181818182,0.25000000000000006,0.8553870915485259,0.5,0.22727272727272727,0.3125,0.9099938161436019
7,semantico,10,0.7,0.3181818181818182,0.4375,0.987920372872847,0.9,0.4090909090909091,0.5625000000000001,1.0,0.8,0.36363636363636365,0.5000000000000001,0.8877200663062658,0.6,0.2727272727272727,0.37499999999999994,0.9901053122918979
8,lexico,10,0.8,0.25,0.38095238095238093,0.9754282454131568,0.5,0.15625,0.23809523809523808,0.8458546963903559,0.1,0.03125,0.047619047619047616,0.2890648263178878,0.8,0.25,0.38095238095238093,0.9754282454131568
9,semantico,10,0.7,0.21875,0.3333333333333333,0.9906634091452551,0.8,0.25,0.38095238095238093,0.9868957362176296,0.7,0.21875,0.3333333333333333,0.996976459590917,0.7,0.21875,0.3333333333333333,0.9931059506292181
10,lexico,10,0.1,0.02127659574468085,0.03508771929824561,0.776490329307792,0.1,0.02127659574468085,0.03508771929824561,1.0,0.1,0.02127659574468085,0.03508771929824561,1.0,0.1,0.02127659574468085,0.03508771929824561,0.776490329307792
11,semantico,10,0.4,0.0851063829787234,0.14035087719298245,0.7549992917933357,0.3,0.06382978723404255,0.10526315789473684,0.6663732474096913,0.4,0.0851063829787234,0.14035087719298245,0.737411038407948,0.5,0.10638297872340426,0.17543859649122806,0.8413237459515275
12,lexico,10,0.3,0.25,0.2727272727272727,0.9055343201752041,0.1,0.08333333333333333,0.0909090909090909,0.3154648767857287,0.2,0.16666666666666666,0.1818181818181818,0.5706417189553201,0.3,0.25,0.2727272727272727,0.9055343201752041
13,semantico,10,0.5,0.4166666666666667,0.45454545454545453,0.9272703138122145,0.0,0.0,0,0.38685280723454163,0.4,0.3333333333333333,0.3636363636363636,0.9363166256169957,0.4,0.3333333333333333,0.3636363636363636,0.9145903789688599
14,lexico,10,0.9,0.6428571428571429,0.75,0.9897119920294625,0.1,0.07142857142857142,0.08333333333333333,0.5,0.0,0.0,0,0,0.9,0.6428571428571429,0.75,0.9897119920294625
15,semantico,10,0.7,0.5,0.5833333333333334,0.8676222810852519,0.4,0.2857142857142857,0.3333333333333333,0.9310555731803032,0.1,0.07142857142857142,0.08333333333333333,0.7064392762635084,0.7,0.5,0.5833333333333334,0.872807858841623
16,lexico,10,0.4,0.15384615384615385,0.2222222222222222,0.7040985528593644,0.2,0.07692307692307693,0.1111111111111111,0.9475083622890744,0.0,0.0,0,0.9322447939063515,0.4,0.15384615384615385,0.2222222222222222,0.7040985528593644
17,semantico,10,0.6,0.23076923076923078,0.33333333333333337,0.8577531653473918,0.1,0.038461538461538464,0.05555555555555555,1.0,0.6,0.23076923076923078,0.33333333333333337,0.8577531653473918,0.6,0.23076923076923078,0.33333333333333337,0.8473576550921186
18,lexico,10,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.1,0.0625,0.07692307692307693,0.739954070916488,0.0,0.0,0,1.0
19,semantico,10,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
20,lexico,10,0.3,0.75,0.4285714285714285,0.9785218662279147,0.3,0.75,0.4285714285714285,0.9785218662279147,0.3,0.75,0.4285714285714285,0.9911263950658015,0.3,0.75,0.4285714285714285,0.9785218662279147
21,semantico,10,0.3,0.75,0.4285714285714285,1.0,0.4,1.0,0.5714285714285715,0.9764242477650649,0.4,1.0,0.5714285714285715,0.9472991714509883,0.3,0.75,0.4285714285714285,0.9842543681010357
22,lexico,10,0.4,0.6666666666666666,0.5,0.9834938476710229,0.4,0.6666666666666666,0.5,0.950792047798014,0.4,0.6666666666666666,0.5,0.9834938476710229,0.4,0.6666666666666666,0.5,0.9834938476710229
23,semantico,10,0.4,0.6666666666666666,0.5,0.9655176169806102,0.0,0.0,0,0,0.3,0.5,0.37499999999999994,0.9673399266021623,0.4,0.6666666666666666,0.5,0.9655176169806102
24,lexico,10,0.3,0.42857142857142855,0.3529411764705882,0.782121053742444,0.2,0.2857142857142857,0.23529411764705882,0.8772153153380493,0.0,0.0,0,0,0.3,0.42857142857142855,0.3529411764705882,0.782121053742444
25,semantico,10,0.5,0.7142857142857143,0.588235294117647,0.8828064901404342,0.7,1.0,0.8235294117647058,0.7801590675266109,0.0,0.0,0,0,0.5,0.7142857142857143,0.588235294117647,0.8828064901404342
26,lexico,10,0.5,0.7142857142857143,0.588235294117647,0.855851521585942,0.6,0.8571428571428571,0.7058823529411764,0.9288001496875683,0.5,0.7142857142857143,0.588235294117647,0.855851521585942,0.5,0.7142857142857143,0.588235294117647,0.855851521585942
27,semantico,10,0.5,0.7142857142857143,0.588235294117647,0.964650060905035,0.0,0.0,0,0.80737248436437,0.5,0.7142857142857143,0.588235294117647,0.9622024403845956,0.6,0.8571428571428571,0.7058823529411764,0.9335343568485533
28,lexico,10,1.0,0.2127659574468085,0.3508771929824561,1.0,0.1,0.02127659574468085,0.03508771929824561,0.7259026140091901,1.0,0.2127659574468085,0.3508771929824561,1.0,1.0,0.2127659574468085,0.3508771929824561,1.0
29,semantico,10,1.0,0.2127659574468085,0.3508771929824561,1.0,0.0,0.0,0,0,1.0,0.2127659574468085,0.3508771929824561,1.0,1.0,0.2127659574468085,0.3508771929824561,1.0
30,lexico,10,0.3,0.75,0.4285714285714285,0.9890862835774268,0.1,0.25,0.14285714285714288,1.0,0.2,0.5,0.28571428571428575,1.0,0.3,0.75,0.4285714285714285,0.9890862835774268
31,semantico,10,0.2,0.5,0.28571428571428575,1.0,0.0,0.0,0,0,0.1,0.25,0.14285714285714288,1.0,0.2,0.5,0.28571428571428575,1.0
32,lexico,10,0.4,1.0,0.5714285714285715,0.8221537760271018,0.0,0.0,0,0,0.0,0.0,0,0,0.4,1.0,0.5714285714285715,0.8221537760271018
33,semantico,10,0.3,0.75,0.4285714285714285,0.815541495214326,0.0,0.0,0,0,0.3,0.75,0.4285714285714285,0.8406809919182325,0.3,0.75,0.4285714285714285,0.796609266944447
34,lexico,10,0.4,0.8,0.5333333333333333,0.9951657693870326,0.5,1.0,0.6666666666666666,0.9812870041932776,0.4,0.8,0.5333333333333333,0.8721503956337525,0.4,0.8,0.5333333333333333,0.9951657693870326
35,semantico,10,0.4,0.8,0.5333333333333333,1.0,0.3,0.6,0.4,0.6271767222826693,0.4,0.8,0.5333333333333333,0.6773818933989196,0.4,0.8,0.5333333333333333,1.0
36,lexico,10,0.0,0.0,0,0.9770153702993118,0.0,0.0,0,1.0,0.0,0.0,0,0.9667147927059906,0.0,0.0,0,0.9770153702993118
37,semantico,10,0.0,0.0,0,1.0,0.4,0.4,0.4000000000000001,0.8024134377360678,0.0,0.0,0,1.0,0.0,0.0,0,1.0
38,lexico,10,0.9,0.6923076923076923,0.7826086956521738,0.9981666155888351,0.0,0.0,0,0.2890648263178879,0.9,0.6923076923076923,0.7826086956521738,0.9981666155888351,0.9,0.6923076923076923,0.7826086956521738,0.9981666155888351
39,semantico,10,0.8,0.6153846153846154,0.6956521739130435,1.0,0.0,0.0,0,0,0.8,0.6153846153846154,0.6956521739130435,1.0,0.8,0.6153846153846154,0.6956521739130435,1.0
40,lexico,10,0.2,0.18181818181818182,0.1904761904761905,0.9390078707685453,0.0,0.0,0,0,0.2,0.18181818181818182,0.1904761904761905,1.0,0.2,0.18181818181818182,0.1904761904761905,0.9390078707685453
41,semantico,10,0.1,0.09090909090909091,0.09523809523809525,0.7979168917078058,0.0,0.0,0,0,0.1,0.09090909090909091,0.09523809523809525,0.791723929537097,0.2,0.18181818181818182,0.1904761904761905,0.7333639941236119
