,query,com_sinonimos
77,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,"Óleo Combustível com Viscosidade de 960 Milímetros Quadrados por Segundo, Tipo Ocb2, teor de Enxofre Máximo de 1 Por Cento e Massa de Enxofre."
78,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,"Óleo Combustível de Alta Viscosidade de 960 Milímetros Quadrados por Segundo, Tipo Ocb2, com Teor de Enxofre Máximo de 1 Por Cento e Massa de Enxofre."
79,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,"Óleo Combustível de Alta Viscosidade de 960 Milímetros Quadrados por Segundo, Tipo Ocb2, com Teor de Enxofre Máximo de 1 Por Cento e Massa de Enxofre."
80,Adubo Animal Húmus De Minhoca Apresentação Orgânico Decomposto,Adubo Orgânico Natural com Húmus de Minhoca Decompostado
81,Adubo Animal Húmus De Minhoca Apresentação Orgânico Decomposto,Adubo Orgânico Natural com Húmus de Minhoca Decompostado
82,Adubo Animal Húmus De Minhoca Apresentação Orgânico Decomposto,"Fertilizante Natural para Animais, composto por Húmus de Minhoca, apresentado em forma Orgânica e Decomposta."
83,Adubo Animal Húmus De Minhoca Apresentação Orgânico Decomposto,"Fertilizante Natural para Animais, composto por Húmus de Minhoca, apresentado em forma Orgânica e Decomposta."
84,Bandeira Sinalização Polipropileno Tipo Experimentos Em Campo Formato Quadrado Cor Vermelha Comprimento 10CM Largura 9MM Com Haste De Fibra De Vidro,"Placa de Sinalização feita de Polipropileno para Experimentos em Campo, com Formato Quadrado, Cor Vermelho, Comprimento de 10 Centímetros, Largura de 9 Milímetros e haste de Fibra de Vidro."
85,Bandeira Sinalização Polipropileno Tipo Experimentos Em Campo Formato Quadrado Cor Vermelha Comprimento 10CM Largura 9MM Com Haste De Fibra De Vidro,"Placa de Sinalização feita de Polipropileno para Experimentos em Campo, com Formato Quadrado, Cor Vermelho, Comprimento de 10 Centímetros, Largura de 9 Milímetros e haste de Fibra de Vidro."
86,Bandeira Sinalização Polipropileno Tipo Experimentos Em Campo Formato Quadrado Cor Vermelha Comprimento 10CM Largura 9MM Com Haste De Fibra De Vidro,"Sinalizador de Campo de Polipropileno Quadrado Vermelho com Haste de Fibra de Vidro, Comprimento de 10 Centímetros e Largura de 9 Milímetros"
87,Bandeira Sinalização Polipropileno Tipo Experimentos Em Campo Formato Quadrado Cor Vermelha Comprimento 10CM Largura 9MM Com Haste De Fibra De Vidro,"Sinalizador de Campo de Polipropileno Quadrado Vermelho com Haste de Fibra de Vidro, Comprimento de 10 Centímetros e Largura de 9 Milímetros"
88,"Escrivaninha Madeira Mdf Revestimento Recouro Padrão Acabamento Laca Altura 75 Largura 2,20M Profundidade 70MIN","Mesa de Escritório em MDF com Revestimento de Correia Padrão, Acabamento em Laca, altura de 75 centímetros, largura de 2,20 metros e profundidade de 70 minutos."
89,"Escrivaninha Madeira Mdf Revestimento Recouro Padrão Acabamento Laca Altura 75 Largura 2,20M Profundidade 70MIN","Mesa de Escritório em MDF com Revestimento de Correia Padrão, Acabamento em Laca, altura de 75 centímetros, largura de 2,20 metros e profundidade de 70 minutos."
90,"Escrivaninha Madeira Mdf Revestimento Recouro Padrão Acabamento Laca Altura 75 Largura 2,20M Profundidade 70MIN","Mesa de Escritório em Madeira MDF com Revestimento de Couro Padrão, Acabamento em Laca, Altura de 75 Centímetros, Largura de 2,20 Metros e Profundidade de 70 Centímetros."
91,"Escrivaninha Madeira Mdf Revestimento Recouro Padrão Acabamento Laca Altura 75 Largura 2,20M Profundidade 70MIN","Mesa de Escritório em Madeira MDF com Revestimento de Couro Padrão, Acabamento em Laca, Altura de 75 Centímetros, Largura de 2,20 Metros e Profundidade de 70 Centímetros."
92,"Terminal Bateria Tipo Positivo Aplicação Vbco Ap M109 A3/A5 Referência 5940-00-549-6581, P/N Ms75004-1,Manual Tm9-2350-31 Metal","Terminal de Bateria Tipo Positivo para Uso em Vbco Ap M109 A3/A5, Referência 5940-00-549-6581, Número de Peça Ms75004-1, Manual Tm9-2350-31, Construído em Material Metálico"
93,"Terminal Bateria Tipo Positivo Aplicação Vbco Ap M109 A3/A5 Referência 5940-00-549-6581, P/N Ms75004-1,Manual Tm9-2350-31 Metal","Terminal de Bateria Tipo Positivo para Uso em Vbco Ap M109 A3/A5, Referência 5940-00-549-6581, Número de Peça Ms75004-1, Manual Tm9-2350-31, Construído em Material Metálico"
94,"Terminal Bateria Tipo Positivo Aplicação Vbco Ap M109 A3/A5 Referência 5940-00-549-6581, P/N Ms75004-1,Manual Tm9-2350-31 Metal","Terminal de Bateria do Tipo Positivo para Uso em Vbco Ap M109 A3/A5, Referência 5940-00-549-6581, Número de Peça Ms75004-1, Manual Tm9-2350-31, Construído em Material Metálico."
95,"Terminal Bateria Tipo Positivo Aplicação Vbco Ap M109 A3/A5 Referência 5940-00-549-6581, P/N Ms75004-1,Manual Tm9-2350-31 Metal","Terminal de Bateria do Tipo Positivo para Uso em Vbco Ap M109 A3/A5, Referência 5940-00-549-6581, Número de Peça Ms75004-1, Manual Tm9-2350-31, Construído em Material Metálico."
96,Acessório/Componente Elétrico Eletrônico Tipo Suporte Conico Duplo Plástico Dielétrico De Alta Resistência Aplicação Ancoragem De Cabos Ópticos E Cabo Flat Drop Tipo Fixação Braçadeira Bap Dimensões Da Roldana:  40 X 20 X 10 Mm,"Componente Eletrônico de Suporte Conico Duplo em Plástico Dielétrico de Alta Resistência para Ancoragem de Cabos Ópticos e Cabo Flat Drop, com Fixação por Braçadeira Bap, apresentando Dimensões de Roldana de 40 por 20 por 10 Milímetros."
97,Acessório/Componente Elétrico Eletrônico Tipo Suporte Conico Duplo Plástico Dielétrico De Alta Resistência Aplicação Ancoragem De Cabos Ópticos E Cabo Flat Drop Tipo Fixação Braçadeira Bap Dimensões Da Roldana:  40 X 20 X 10 Mm,"Componente Eletrônico de Suporte Conico Duplo em Plástico Dielétrico de Alta Resistência para Ancoragem de Cabos Ópticos e Cabo Flat Drop, com Fixação por Braçadeira Bap, apresentando Dimensões de Roldana de 40 por 20 por 10 Milímetros."
98,Acessório/Componente Elétrico Eletrônico Tipo Suporte Conico Duplo Plástico Dielétrico De Alta Resistência Aplicação Ancoragem De Cabos Ópticos E Cabo Flat Drop Tipo Fixação Braçadeira Bap Dimensões Da Roldana:  40 X 20 X 10 Mm,"Componente Eletrônico de Suporte Conico Duplo em Plástico Dielétrico de Alta Resistência para Ancoragem de Cabos Ópticos e Cabo Flat Drop com Fixação por Braçadeira Bap, apresentando Dimensões da Roldana de 40 por 20 por 10 Milímetros."
99,Acessório/Componente Elétrico Eletrônico Tipo Suporte Conico Duplo Plástico Dielétrico De Alta Resistência Aplicação Ancoragem De Cabos Ópticos E Cabo Flat Drop Tipo Fixação Braçadeira Bap Dimensões Da Roldana:  40 X 20 X 10 Mm,"Componente Eletrônico de Suporte Conico Duplo em Plástico Dielétrico de Alta Resistência para Ancoragem de Cabos Ópticos e Cabo Flat Drop com Fixação por Braçadeira Bap, apresentando Dimensões da Roldana de 40 por 20 por 10 Milímetros."
100,Detector Metais Formato Raquete Tensão Alimentação 9MM Plástico Abs,"Detector de Metais em Formato de Raquete, alimentado por uma Tensão de 9 Volts, com Corpo feito de Plástico Absorvente."
101,Detector Metais Formato Raquete Tensão Alimentação 9MM Plástico Abs,"Detector de Metais em Formato de Raquete, alimentado por uma Tensão de 9 Volts, com Corpo feito de Plástico Absorvente."
102,Detector Metais Formato Raquete Tensão Alimentação 9MM Plástico Abs,"Detector de Metais em Formato de Raquete com Tensão de Alimentação de 9 Volts, Corpo em Plástico Absorvente."
103,Detector Metais Formato Raquete Tensão Alimentação 9MM Plástico Abs,"Detector de Metais em Formato de Raquete com Tensão de Alimentação de 9 Volts, Corpo em Plástico Absorvente."
104,"Tubo Porta-Documento Papelão Kraft Diâmetro Interno 4,50CM Comprimento 34POL Aplicação Acondicionar Plantas, Documentos, Mapas, Cartazes Tampa De Encaixe Por Pressão, Frisos Dourados","Tubo de Armazenamento de Papelão Kraft com Diâmetro Interno de 4,50 Centímetros e Comprimento de 34 Polegadas, Ideal para Acondicionar Plantas, Documentos, Mapas, Cartazes, com Tampa de Encaixe por Pressão e Ornamentos Dourados."
105,"Tubo Porta-Documento Papelão Kraft Diâmetro Interno 4,50CM Comprimento 34POL Aplicação Acondicionar Plantas, Documentos, Mapas, Cartazes Tampa De Encaixe Por Pressão, Frisos Dourados","Tubo de Armazenamento de Papelão Kraft com Diâmetro Interno de 4,50 Centímetros e Comprimento de 34 Polegadas, Ideal para Acondicionar Plantas, Documentos, Mapas, Cartazes, com Tampa de Encaixe por Pressão e Ornamentos Dourados."
106,"Tubo Porta-Documento Papelão Kraft Diâmetro Interno 4,50CM Comprimento 34POL Aplicação Acondicionar Plantas, Documentos, Mapas, Cartazes Tampa De Encaixe Por Pressão, Frisos Dourados","Tubo de Armazenamento de Papel Kraft com Diâmetro Interno de 4,50 Centímetros e Comprimento de 34 Pés, Ideial para Acondicionar Plantas, Documentos, Mapas, Cartazes, com Tampa de Encaixe por Pressão e Ornamentos Dourados."
107,"Tubo Porta-Documento Papelão Kraft Diâmetro Interno 4,50CM Comprimento 34POL Aplicação Acondicionar Plantas, Documentos, Mapas, Cartazes Tampa De Encaixe Por Pressão, Frisos Dourados","Tubo de Armazenamento de Papel Kraft com Diâmetro Interno de 4,50 Centímetros e Comprimento de 34 Pés, Ideial para Acondicionar Plantas, Documentos, Mapas, Cartazes, com Tampa de Encaixe por Pressão e Ornamentos Dourados."
108,"Despolpadeira Frutas Aço Inoxidável Escova Alumínio Comprimento 68,50MM Largura 81,50MM Altura 22AWG Capacidade Produção 60MM Voltagem 220V","Despolpadeira de Frutas em Aço Inoxidável com Escova de Alumínio, possuindo Comprimento de 68,50 Milímetros, Largura de 81,50 Milímetros, Altura de 22 American Wire Gauge, Capacidade de Produção de 60 Milímetros e Voltagem de 220 Volts."
109,"Despolpadeira Frutas Aço Inoxidável Escova Alumínio Comprimento 68,50MM Largura 81,50MM Altura 22AWG Capacidade Produção 60MM Voltagem 220V","Despolpadeira de Frutas em Aço Inoxidável com Escova de Alumínio, possuindo Comprimento de 68,50 Milímetros, Largura de 81,50 Milímetros, Altura de 22 American Wire Gauge, Capacidade de Produção de 60 Milímetros e Voltagem de 220 Volts."
110,"Despolpadeira Frutas Aço Inoxidável Escova Alumínio Comprimento 68,50MM Largura 81,50MM Altura 22AWG Capacidade Produção 60MM Voltagem 220V","Despolpadeira de Frutas em Aço Inoxidável com Escova de Alumínio, Comprimento de 68,50 Milímetros, Largura de 81,50 Milímetros, Altura de 22 American Wire Gauge, Capacidade de Produção de 60 Milímetros e Voltagem de 220 Volts."
111,"Despolpadeira Frutas Aço Inoxidável Escova Alumínio Comprimento 68,50MM Largura 81,50MM Altura 22AWG Capacidade Produção 60MM Voltagem 220V","Despolpadeira de Frutas em Aço Inoxidável com Escova de Alumínio, Comprimento de 68,50 Milímetros, Largura de 81,50 Milímetros, Altura de 22 American Wire Gauge, Capacidade de Produção de 60 Milímetros e Voltagem de 220 Volts."
112,Lâmina Limpeza Máquina Copiadora Plástico Aplicação Impressora Igen3 Xerox Referência 035k08600,"Lâmina de Limpeza para Máquina de Copiar, adequada para Impressoras Igen3 Xerox, com Referência 035k08600, feita de Material Plástico."
113,Lâmina Limpeza Máquina Copiadora Plástico Aplicação Impressora Igen3 Xerox Referência 035k08600,"Lâmina de Limpeza para Máquina de Copiar, adequada para Impressoras Igen3 Xerox, com Referência 035k08600, feita de Material Plástico."
114,Lâmina Limpeza Máquina Copiadora Plástico Aplicação Impressora Igen3 Xerox Referência 035k08600,"Lâmina de Limpeza para Máquina de Copiar de Plástico, utilizada em Impressoras Igen3 da Xerox, Referência 035k08600."
115,Lâmina Limpeza Máquina Copiadora Plástico Aplicação Impressora Igen3 Xerox Referência 035k08600,"Lâmina de Limpeza para Máquina de Copiar de Plástico, utilizada em Impressoras Igen3 da Xerox, Referência 035k08600."
116,Mangueira Radiador Veículo Automotivo Tipo Superior Referência 2to/121101 Aplicação Veículo Volkswagen Worker 15.210 4x4 Diesel,"Tubo de Resfriamento para Radiador de Veículo Automotivo de Alto Desempenho, Modelo de Referência 2to/121101, destinado a Veículos Volkswagen Worker 15.210 4x4 Diesel."
117,Mangueira Radiador Veículo Automotivo Tipo Superior Referência 2to/121101 Aplicação Veículo Volkswagen Worker 15.210 4x4 Diesel,"Tubo de Resfriamento para Radiador de Veículo Automotivo de Alto Desempenho, Modelo de Referência 2to/121101, destinado a Veículos Volkswagen Worker 15.210 4x4 Diesel."
118,Mangueira Radiador Veículo Automotivo Tipo Superior Referência 2to/121101 Aplicação Veículo Volkswagen Worker 15.210 4x4 Diesel,"Tubo de Radiador para Veículos Automotivos de Alto Desempenho, Referência 2to/121101, destinado a Veículos Volkswagen Worker 15.210 4x4 Diesel."
119,Mangueira Radiador Veículo Automotivo Tipo Superior Referência 2to/121101 Aplicação Veículo Volkswagen Worker 15.210 4x4 Diesel,"Tubo de Radiador para Veículos Automotivos de Alto Desempenho, Referência 2to/121101, destinado a Veículos Volkswagen Worker 15.210 4x4 Diesel."
120,Chumbo Aspecto Físico Sólido Apresentação Barra Aplicação Ontrapeso Para Balanceamento De Rodas 5 Gramas; Encaixe: Garra,"Lingote de Chumbo com Aparência Sólida em Formato de Barra, Indicado para Uso como Peso de Balanceamento em Rodas, Peso de 5 Gramas, com Encaixe tipo Garra."
121,Chumbo Aspecto Físico Sólido Apresentação Barra Aplicação Ontrapeso Para Balanceamento De Rodas 5 Gramas; Encaixe: Garra,"Lingote de Chumbo com Aparência Sólida em Formato de Barra, Indicado para Uso como Peso de Balanceamento em Rodas, Peso de 5 Gramas, com Encaixe tipo Garra."
122,Chumbo Aspecto Físico Sólido Apresentação Barra Aplicação Ontrapeso Para Balanceamento De Rodas 5 Gramas; Encaixe: Garra,"Barra de Chumbo para Balanceamento de Rodas, com Apresentação Sólida, Peso de 5 Gramas e Encaixe por Garra, Utilizada como Contrapeso."
123,Chumbo Aspecto Físico Sólido Apresentação Barra Aplicação Ontrapeso Para Balanceamento De Rodas 5 Gramas; Encaixe: Garra,"Barra de Chumbo para Balanceamento de Rodas, com Apresentação Sólida, Peso de 5 Gramas e Encaixe por Garra, Utilizada como Contrapeso."
124,Bisturi Descartável Cabo Cabo De Plástico Lâmina Lâmina Aço Inoxidável Tamanho Lâmina 20AWG Esterilidade Estéril Sistema De Segurança Segundo Nr/32,"Instrumento Cirúrgico Descartável com Cabo de Plástico e Lâmina de Aço Inoxidável, apresentando Tamanho de Lâmina de 20 AWG, Esterilidade Estéril e Sistema de Segurança Nr/32."
125,Bisturi Descartável Cabo Cabo De Plástico Lâmina Lâmina Aço Inoxidável Tamanho Lâmina 20AWG Esterilidade Estéril Sistema De Segurança Segundo Nr/32,"Instrumento Cirúrgico Descartável com Cabo de Plástico e Lâmina de Aço Inoxidável, apresentando Tamanho de Lâmina de 20 AWG, Esterilidade Estéril e Sistema de Segurança Nr/32."
126,Bisturi Descartável Cabo Cabo De Plástico Lâmina Lâmina Aço Inoxidável Tamanho Lâmina 20AWG Esterilidade Estéril Sistema De Segurança Segundo Nr/32,"Instrumento Cirúrgico Descartável com Cabo de Plástico e Lâmina de Aço Inoxidável, Tamanho de Lâmina de 20AWG, Esterilizado e Seguro, Segundo Padrão Nr/32."
127,Bisturi Descartável Cabo Cabo De Plástico Lâmina Lâmina Aço Inoxidável Tamanho Lâmina 20AWG Esterilidade Estéril Sistema De Segurança Segundo Nr/32,"Instrumento Cirúrgico Descartável com Cabo de Plástico e Lâmina de Aço Inoxidável, Tamanho de Lâmina de 20AWG, Esterilizado e Seguro, Segundo Padrão Nr/32."
128,Polvaroma Apresentação Pó Amrelado Sabor Laranja Aplicação Fabricação De Medicamento De Uso Humano,"Pó de Polvaroma em Formulação Amarela com Sabor de Laranja, utilizada na Confecção de Medicamentos para Uso Humano."
129,Polvaroma Apresentação Pó Amrelado Sabor Laranja Aplicação Fabricação De Medicamento De Uso Humano,"Pó de Polvaroma em Formulação Amarela com Sabor de Laranja, utilizada na Confecção de Medicamentos para Uso Humano."
130,Polvaroma Apresentação Pó Amrelado Sabor Laranja Aplicação Fabricação De Medicamento De Uso Humano,Pó de Polvaroma para Fabricação de Remédios de Uso Humano com Sabor de Laranja e Apresentação Amarelada.
131,Polvaroma Apresentação Pó Amrelado Sabor Laranja Aplicação Fabricação De Medicamento De Uso Humano,Pó de Polvaroma para Fabricação de Remédios de Uso Humano com Sabor de Laranja e Apresentação Amarelada.
132,Tenda Inflável Rip Stop-250 Tratamento Superficial Impermeabilizado Tensão BivoltV Acessórios Tela De Nylon Aplicação Eventos Diversos E Sinalização Conforme Modelo Comprimento 1UN Largura 6MM Altura 4MG,"Barraca Inflável Rip Stop-250 com Tratamento Superficial Impermeabilizado, Tensão Bivolt, Acessórios de Tela de Nylon, Aplicação em Eventos Diversos e Sinalização, Conforme Modelo, Medindo 1 Unidade de Comprimento, 6 Milímetros de Largura e 4 Mega Gramas de Altura."
133,Tenda Inflável Rip Stop-250 Tratamento Superficial Impermeabilizado Tensão BivoltV Acessórios Tela De Nylon Aplicação Eventos Diversos E Sinalização Conforme Modelo Comprimento 1UN Largura 6MM Altura 4MG,"Barraca Inflável Rip Stop-250 com Tratamento Superficial Impermeabilizado, Tensão Bivolt, Acessórios de Tela de Nylon, Aplicação em Eventos Diversos e Sinalização, Conforme Modelo, Medindo 1 Unidade de Comprimento, 6 Milímetros de Largura e 4 Mega Gramas de Altura."
134,Tenda Inflável Rip Stop-250 Tratamento Superficial Impermeabilizado Tensão BivoltV Acessórios Tela De Nylon Aplicação Eventos Diversos E Sinalização Conforme Modelo Comprimento 1UN Largura 6MM Altura 4MG,"Tenda Inflável Rip Stop-250 com Tratamento Superficial Impermeabilizado, Tensão Bivolt, Acessórios Tela De Nylon, Aplicação para Eventos Diversos e Sinalização Conforme Modelo, Medindo 1 Unidade de Comprimento, 6 Milímetros de Largura e 4 Megagramas de Altura"
135,Tenda Inflável Rip Stop-250 Tratamento Superficial Impermeabilizado Tensão BivoltV Acessórios Tela De Nylon Aplicação Eventos Diversos E Sinalização Conforme Modelo Comprimento 1UN Largura 6MM Altura 4MG,"Tenda Inflável Rip Stop-250 com Tratamento Superficial Impermeabilizado, Tensão Bivolt, Acessórios Tela De Nylon, Aplicação para Eventos Diversos e Sinalização Conforme Modelo, Medindo 1 Unidade de Comprimento, 6 Milímetros de Largura e 4 Megagramas de Altura"
136,"Baú Ferramentas Chapa Aço Acabamento Superficial Pintura Eletrostática Cor Azul Comprimento 500UI Largura 160MM Altura 185CM Peso 2,80M/MIN Com Bandeja E Lingueta Para Cadeado","Caixa de Ferramentas em Chapa de Aço com Acabamento de Superfície em Pintura Eletrostática Azul, Comprimento de 500 Unidades Internacionais, Largura de 160 Milímetros, Altura de 185 Centímetros, Peso de 2,80 Minutos por Minuto, Equipada com Bandeja e Lingueta para Cadeado."
137,"Baú Ferramentas Chapa Aço Acabamento Superficial Pintura Eletrostática Cor Azul Comprimento 500UI Largura 160MM Altura 185CM Peso 2,80M/MIN Com Bandeja E Lingueta Para Cadeado","Caixa de Ferramentas em Chapa de Aço com Acabamento de Superfície em Pintura Eletrostática Azul, Comprimento de 500 Unidades Internacionais, Largura de 160 Milímetros, Altura de 185 Centímetros, Peso de 2,80 Minutos por Minuto, Equipada com Bandeja e Lingueta para Cadeado."
138,"Baú Ferramentas Chapa Aço Acabamento Superficial Pintura Eletrostática Cor Azul Comprimento 500UI Largura 160MM Altura 185CM Peso 2,80M/MIN Com Bandeja E Lingueta Para Cadeado","Caixa de Ferramentas em Chapa de Aço com Acabamento Superficial em Pintura Eletrostática na Cor Azul, Comprimento de 500 Unidades, Largura de 160 Milímetros, Altura de 185 Centímetros, Peso de 2,80 Minutos por Minuto, Contendo Bandeja e Lingueta para Cadeado."
139,"Baú Ferramentas Chapa Aço Acabamento Superficial Pintura Eletrostática Cor Azul Comprimento 500UI Largura 160MM Altura 185CM Peso 2,80M/MIN Com Bandeja E Lingueta Para Cadeado","Caixa de Ferramentas em Chapa de Aço com Acabamento Superficial em Pintura Eletrostática na Cor Azul, Comprimento de 500 Unidades, Largura de 160 Milímetros, Altura de 185 Centímetros, Peso de 2,80 Minutos por Minuto, Contendo Bandeja e Lingueta para Cadeado."
140,"Calibrador Radiação Voltagem 100/240V Frequência 50/60HZ Aplicação Medição De Radioatividade De Radiofármacos Resolução De 0,1 Microcurie","Calibrador de Radiação para Medição de Radioatividade de Radiofármacos, operando com Voltagem de 100/240 Volts, Frequência de 50/60 Hertz e Resolução de 0,1 Microcurie."
141,"Calibrador Radiação Voltagem 100/240V Frequência 50/60HZ Aplicação Medição De Radioatividade De Radiofármacos Resolução De 0,1 Microcurie","Calibrador de Radiação para Medição de Radioatividade de Radiofármacos, operando com Voltagem de 100/240 Volts, Frequência de 50/60 Hertz e Resolução de 0,1 Microcurie."
142,"Calibrador Radiação Voltagem 100/240V Frequência 50/60HZ Aplicação Medição De Radioatividade De Radiofármacos Resolução De 0,1 Microcurie","Calibrador de Radiação para Medição de Radioatividade de Radiofármacos com Faixa de Voltagem de 100 a 240 Volts, Frequência de 50 a 60 Hertz e Resolução de 0,1 Microcurie."
143,"Calibrador Radiação Voltagem 100/240V Frequência 50/60HZ Aplicação Medição De Radioatividade De Radiofármacos Resolução De 0,1 Microcurie","Calibrador de Radiação para Medição de Radioatividade de Radiofármacos com Faixa de Voltagem de 100 a 240 Volts, Frequência de 50 a 60 Hertz e Resolução de 0,1 Microcurie."
144,Forro Gesso Sulfato De Cálcio Apresentação Gesso Acartonado Aplicação Teto Ambiente Comercial Acabamento Superficial Natural Comprimento 1.243MM Largura 618MM Espessura 8MB,"Revestimento de Gesso Sulfato de Cálcio em Formato Acartonado para Tetos de Ambientes Comerciais, com Acabamento Superficial Natural, Medindo 1.243 Milímetros de Comprimento, 618 Milímetros de Largura e 8 Milímetros de Espessura."
145,Forro Gesso Sulfato De Cálcio Apresentação Gesso Acartonado Aplicação Teto Ambiente Comercial Acabamento Superficial Natural Comprimento 1.243MM Largura 618MM Espessura 8MB,"Revestimento de Gesso Sulfato de Cálcio em Formato Acartonado para Tetos de Ambientes Comerciais, com Acabamento Superficial Natural, Medindo 1.243 Milímetros de Comprimento, 618 Milímetros de Largura e 8 Milímetros de Espessura."
146,Forro Gesso Sulfato De Cálcio Apresentação Gesso Acartonado Aplicação Teto Ambiente Comercial Acabamento Superficial Natural Comprimento 1.243MM Largura 618MM Espessura 8MB,"Forro de Gesso de Sulfato de Cálcio em apresentação de Gesso Acartonado, ideal para Tetos em Ambientes Comerciais, com Acabamento Superficial Natural, Comprimento de 1.243 Milímetros, Largura de 618 Milímetros e Espessura de 8 Milímetros."
147,Forro Gesso Sulfato De Cálcio Apresentação Gesso Acartonado Aplicação Teto Ambiente Comercial Acabamento Superficial Natural Comprimento 1.243MM Largura 618MM Espessura 8MB,"Forro de Gesso de Sulfato de Cálcio em apresentação de Gesso Acartonado, ideal para Tetos em Ambientes Comerciais, com Acabamento Superficial Natural, Comprimento de 1.243 Milímetros, Largura de 618 Milímetros e Espessura de 8 Milímetros."
148,Gás Refrigeração Tipo R 22 Aplicação Câmara De Congelamento -18°C,"Fluido Refrigerante do Tipo R 22 destinado à Câmara de Congelamento, com temperatura de funcionamento de -18 graus Celsius."
149,Gás Refrigeração Tipo R 22 Aplicação Câmara De Congelamento -18°C,"Fluido Refrigerante do Tipo R 22 destinado à Câmara de Congelamento, com temperatura de funcionamento de -18 graus Celsius."
150,Gás Refrigeração Tipo R 22 Aplicação Câmara De Congelamento -18°C,Refrigerante Tipo R 22 para Câmara de Congelamento com Temperatura de -18 Graus Celsius
151,Gás Refrigeração Tipo R 22 Aplicação Câmara De Congelamento -18°C,Refrigerante Tipo R 22 para Câmara de Congelamento com Temperatura de -18 Graus Celsius
152,Anodo Matéria-Prima Cádmio,Anodo feito de Material de Origem Cádmio
153,Anodo Matéria-Prima Cádmio,Anodo feito de Material de Origem Cádmio
154,Anodo Matéria-Prima Cádmio,Anodo feito de Material de Origem Cádmio
155,Anodo Matéria-Prima Cádmio,Anodo feito de Material de Origem Cádmio
156,Tira Reagente Papel Aplicação Quantitativo De Cloro Até 200 Ppm,Fita Reativa de Papel para Análise Quantitativa de Cloro até 200 Partes por Milhão
157,Tira Reagente Papel Aplicação Quantitativo De Cloro Até 200 Ppm,Fita Reativa de Papel para Análise Quantitativa de Cloro até 200 Partes por Milhão
158,Tira Reagente Papel Aplicação Quantitativo De Cloro Até 200 Ppm,Fitra Reagente de Papel para Análise Quantitativa de Cloreto até 200 Partes por Milhão.
159,Tira Reagente Papel Aplicação Quantitativo De Cloro Até 200 Ppm,Fitra Reagente de Papel para Análise Quantitativa de Cloreto até 200 Partes por Milhão.
160,Disquete Tamanho 3 1/2POL Capacidade 1.44MB Taxa Densidade 2 Hd,"Unidade de Armazenamento de Dados de 3 1/2 Polegadas com Capacidade de 1,44 Megabytes e Taxa de Densidade de 2 Cabeças."
161,Disquete Tamanho 3 1/2POL Capacidade 1.44MB Taxa Densidade 2 Hd,"Unidade de Armazenamento de Dados de 3 1/2 Polegadas com Capacidade de 1,44 Megabytes e Taxa de Densidade de 2 Cabeças."
162,Disquete Tamanho 3 1/2POL Capacidade 1.44MB Taxa Densidade 2 Hd,"Unidade de Armazenamento de Dados de 3 1/2 Polegadas com Capacidade de 1,44 Megabytes, Taxa de Densidade de 2 Cabeças."
163,Disquete Tamanho 3 1/2POL Capacidade 1.44MB Taxa Densidade 2 Hd,"Unidade de Armazenamento de Dados de 3 1/2 Polegadas com Capacidade de 1,44 Megabytes, Taxa de Densidade de 2 Cabeças."
164,"""Doce Leite"" Ingredientes Leite Integral/Edulcorantes/Sorbitol/Sucralose Prazo Validade Mínimo 12UN Tipo Cremoso Dietético/Com Registro No Mapa - Sif/Dipoa","Creme Doce à Base de Leite Integral com Aditivos Edulcorantes, Sorbitol e Sucralose, com Prazo de Validade Mínimo de 12 Unidades, Tipo Cremoso, Apto para Dietas e Registrado no Mapa - Sif/Dipoa."
165,"""Doce Leite"" Ingredientes Leite Integral/Edulcorantes/Sorbitol/Sucralose Prazo Validade Mínimo 12UN Tipo Cremoso Dietético/Com Registro No Mapa - Sif/Dipoa","Creme Doce à Base de Leite Integral com Aditivos Edulcorantes, Sorbitol e Sucralose, com Prazo de Validade Mínimo de 12 Unidades, Tipo Cremoso, Apto para Dietas e Registrado no Mapa - Sif/Dipoa."
166,"""Doce Leite"" Ingredientes Leite Integral/Edulcorantes/Sorbitol/Sucralose Prazo Validade Mínimo 12UN Tipo Cremoso Dietético/Com Registro No Mapa - Sif/Dipoa","Creme de Leite Saudável feito com Leite Integral, Adoçantes, Sorbitol e Sucralose, com Validade Mínima de 12 Unidades, Textura Cremosa, Apto para Dietas Especiais e Registrado no Mapa - Sif/Dipoa."
167,"""Doce Leite"" Ingredientes Leite Integral/Edulcorantes/Sorbitol/Sucralose Prazo Validade Mínimo 12UN Tipo Cremoso Dietético/Com Registro No Mapa - Sif/Dipoa","Creme de Leite Saudável feito com Leite Integral, Adoçantes, Sorbitol e Sucralose, com Validade Mínima de 12 Unidades, Textura Cremosa, Apto para Dietas Especiais e Registrado no Mapa - Sif/Dipoa."
168,Bujão Óleo Abastecimento Referência 14325311 Aplicação Fiat Doblo Modelo: Atractive Uso Diferencial,Bujão de Abastecimento de Óleo de Referência 14325311 para Aplicação em Veículos Fiat Doblo Modelo Atractive com Uso Diferencial.
